Link,Status
https://www.tennis24.com/atp-singles/acapulco/,0
https://www.tennis24.com/atp-singles/adelaide/,0
https://www.tennis24.com/atp-singles/adelaide-2/,0
https://www.tennis24.com/atp-singles/amersfoort/,0
https://www.tennis24.com/atp-singles/amsterdam/,0
https://www.tennis24.com/atp-singles/antalya/,0
https://www.tennis24.com/atp-singles/antwerp/,0
https://www.tennis24.com/atp-singles/antwerp-2/,0
https://www.tennis24.com/atp-singles/astana/,0
https://www.tennis24.com/atp-singles/athens/,0
https://www.tennis24.com/atp-singles/atlanta/,0
https://www.tennis24.com/atp-singles/atp-cup/,0
https://www.tennis24.com/atp-singles/auckland/,0
https://www.tennis24.com/atp-singles/australian-open/,0
https://www.tennis24.com/atp-singles/bangkok/,0
https://www.tennis24.com/atp-singles/banja-luka/,0
https://www.tennis24.com/atp-singles/barcelona/,0
https://www.tennis24.com/atp-singles/basel/,0
https://www.tennis24.com/atp-singles/bastad/,0
https://www.tennis24.com/atp-singles/beijing/,0
https://www.tennis24.com/atp-singles/belgrade/,0
https://www.tennis24.com/atp-singles/belgrade-2/,0
https://www.tennis24.com/atp-singles/berlin/,0
https://www.tennis24.com/atp-singles/bermuda/,0
https://www.tennis24.com/atp-singles/birmingham/,0
https://www.tennis24.com/atp-singles/bogota/,0
https://www.tennis24.com/atp-singles/bologna/,0
https://www.tennis24.com/atp-singles/bolzano/,0
https://www.tennis24.com/atp-singles/bordeaux/,0
https://www.tennis24.com/atp-singles/boston/,0
https://www.tennis24.com/atp-singles/brasilia/,0
https://www.tennis24.com/atp-singles/brighton/,0
https://www.tennis24.com/atp-singles/brisbane/,0
https://www.tennis24.com/atp-singles/brussels/,0
https://www.tennis24.com/atp-singles/bucharest/,0
https://www.tennis24.com/atp-singles/budapest/,0
https://www.tennis24.com/atp-singles/buenos-aires/,0
https://www.tennis24.com/atp-singles/buzios/,0
https://www.tennis24.com/atp-singles/cagliari/,0
https://www.tennis24.com/atp-singles/casablanca/,0
https://www.tennis24.com/atp-singles/chengdu/,0
https://www.tennis24.com/atp-singles/chennai/,0
https://www.tennis24.com/atp-singles/chicago/,0
https://www.tennis24.com/atp-singles/cincinnati/,0
https://www.tennis24.com/atp-singles/cologne/,0
https://www.tennis24.com/atp-singles/cologne-2/,0
https://www.tennis24.com/atp-singles/copenhagen/,0
https://www.tennis24.com/atp-singles/cordoba/,0
https://www.tennis24.com/atp-singles/costa-do-sauipe/,0
https://www.tennis24.com/atp-singles/dallas/,0
https://www.tennis24.com/atp-singles/davis-cup-group-i/,0
https://www.tennis24.com/atp-singles/davis-cup-group-ii/,0
https://www.tennis24.com/atp-singles/davis-cup-group-iii/,0
https://www.tennis24.com/atp-singles/davis-cup-group-iv/,0
https://www.tennis24.com/atp-singles/davis-cup-group-v/,0
https://www.tennis24.com/atp-singles/davis-cup-world-group/,0
https://www.tennis24.com/atp-singles/davis-cup-world-group-i/,0
https://www.tennis24.com/atp-singles/davis-cup-world-group-ii/,0
https://www.tennis24.com/atp-singles/delray-beach/,0
https://www.tennis24.com/atp-singles/doha/,0
https://www.tennis24.com/atp-singles/dubai/,0
https://www.tennis24.com/atp-singles/dusseldorf/,0
https://www.tennis24.com/atp-singles/eastbourne/,0
https://www.tennis24.com/atp-singles/essen/,0
https://www.tennis24.com/atp-singles/estoril/,0
https://www.tennis24.com/atp-singles/finals-turin/,0
https://www.tennis24.com/atp-singles/florence/,0
https://www.tennis24.com/atp-singles/french-open/,0
https://www.tennis24.com/atp-singles/geneva/,0
https://www.tennis24.com/atp-singles/genoa/,0
https://www.tennis24.com/atp-singles/gijon/,0
https://www.tennis24.com/atp-singles/grand-slam-cup/,0
https://www.tennis24.com/atp-singles/gstaad/,0
https://www.tennis24.com/atp-singles/guaruja/,0
https://www.tennis24.com/atp-singles/halle/,0
https://www.tennis24.com/atp-singles/hamburg/,0
https://www.tennis24.com/atp-singles/hertogenbosch/,0
https://www.tennis24.com/atp-singles/ho-chi-minh-city/,0
https://www.tennis24.com/atp-singles/hong-kong/,0
https://www.tennis24.com/atp-singles/hopman-cup/,0
https://www.tennis24.com/atp-singles/houston/,0
https://www.tennis24.com/atp-singles/indianapolis/,0
https://www.tennis24.com/atp-singles/indian-wells/,0
https://www.tennis24.com/atp-singles/istanbul/,0
https://www.tennis24.com/atp-singles/itaparica/,0
https://www.tennis24.com/atp-singles/jakarta/,0
https://www.tennis24.com/atp-singles/johannesburg/,0
https://www.tennis24.com/atp-singles/kitzbuhel/,0
https://www.tennis24.com/atp-singles/kuala-lumpur/,0
https://www.tennis24.com/atp-singles/kuala-lumpur-2/,0
https://www.tennis24.com/atp-singles/las-vegas/,0
https://www.tennis24.com/atp-singles/laver-cup/,0
https://www.tennis24.com/atp-singles/london/,0
https://www.tennis24.com/atp-singles/long-island/,0
https://www.tennis24.com/atp-singles/los-angeles/,0
https://www.tennis24.com/atp-singles/los-cabos/,0
https://www.tennis24.com/atp-singles/lyon/,0
https://www.tennis24.com/atp-singles/lyon-2/,0
https://www.tennis24.com/atp-singles/maceio/,0
https://www.tennis24.com/atp-singles/madrid/,0
https://www.tennis24.com/atp-singles/madrid-2/,0
https://www.tennis24.com/atp-singles/mallorca/,0
https://www.tennis24.com/atp-singles/manchester/,0
https://www.tennis24.com/atp-singles/marbella/,0
https://www.tennis24.com/atp-singles/marrakech/,0
https://www.tennis24.com/atp-singles/marseille/,0
https://www.tennis24.com/atp-singles/mediterranean-games/,0
https://www.tennis24.com/atp-singles/melbourne-great-ocean-road-open/,0
https://www.tennis24.com/atp-singles/melbourne-murray-river-open/,0
https://www.tennis24.com/atp-singles/melbourne-summer-set/,0
https://www.tennis24.com/atp-singles/memphis/,0
https://www.tennis24.com/atp-singles/merano/,0
https://www.tennis24.com/atp-singles/metz/,0
https://www.tennis24.com/atp-singles/miami/,0
https://www.tennis24.com/atp-singles/milan/,0
https://www.tennis24.com/atp-singles/monte-carlo/,0
https://www.tennis24.com/atp-singles/montevideo/,0
https://www.tennis24.com/atp-singles/montpellier/,0
https://www.tennis24.com/atp-singles/montreal/,0
https://www.tennis24.com/atp-singles/moscow/,0
https://www.tennis24.com/atp-singles/mumbai/,0
https://www.tennis24.com/atp-singles/munich/,0
https://www.tennis24.com/atp-singles/napoli/,0
https://www.tennis24.com/atp-singles/new-haven/,0
https://www.tennis24.com/atp-singles/new-haven-2/,0
https://www.tennis24.com/atp-singles/newport/,0
https://www.tennis24.com/atp-singles/new-york/,0
https://www.tennis24.com/atp-singles/next-gen-finals-milan/,0
https://www.tennis24.com/atp-singles/nice/,0
https://www.tennis24.com/atp-singles/nottingham/,0
https://www.tennis24.com/atp-singles/oahu/,0
https://www.tennis24.com/atp-singles/olympic-games/,0
https://www.tennis24.com/atp-singles/oporto/,0
https://www.tennis24.com/atp-singles/orlando/,0
https://www.tennis24.com/atp-singles/osaka/,0
https://www.tennis24.com/atp-singles/ostrava/,0
https://www.tennis24.com/atp-singles/palermo/,0
https://www.tennis24.com/atp-singles/paris/,0
https://www.tennis24.com/atp-singles/parma/,0
https://www.tennis24.com/atp-singles/philadelphia/,0
https://www.tennis24.com/atp-singles/pinehurst/,0
https://www.tennis24.com/atp-singles/poertschach/,0
https://www.tennis24.com/atp-singles/prague/,0
https://www.tennis24.com/atp-singles/pune/,0
https://www.tennis24.com/atp-singles/quito/,0
https://www.tennis24.com/atp-singles/rio-de-janeiro/,0
https://www.tennis24.com/atp-singles/rio-de-janeiro-2/,0
https://www.tennis24.com/atp-singles/rome/,0
https://www.tennis24.com/atp-singles/rotterdam/,0
https://www.tennis24.com/atp-singles/san-diego/,0
https://www.tennis24.com/atp-singles/san-jose/,0
https://www.tennis24.com/atp-singles/san-marino/,0
https://www.tennis24.com/atp-singles/sanremo/,0
https://www.tennis24.com/atp-singles/santiago/,0
https://www.tennis24.com/atp-singles/sao-paulo/,0
https://www.tennis24.com/atp-singles/sao-paulo-2/,0
https://www.tennis24.com/atp-singles/sardinia/,0
https://www.tennis24.com/atp-singles/schenectady/,0
https://www.tennis24.com/atp-singles/scottsdale/,0
https://www.tennis24.com/atp-singles/seoul/,0
https://www.tennis24.com/atp-singles/shanghai/,0
https://www.tennis24.com/atp-singles/shanghai-2/,0
https://www.tennis24.com/atp-singles/shenzhen/,0
https://www.tennis24.com/atp-singles/singapore/,0
https://www.tennis24.com/atp-singles/sofia/,0
https://www.tennis24.com/atp-singles/sopot/,0
https://www.tennis24.com/atp-singles/split/,0
https://www.tennis24.com/atp-singles/stockholm/,0
https://www.tennis24.com/atp-singles/st-petersburg/,0
https://www.tennis24.com/atp-singles/stuttgart/,0
https://www.tennis24.com/atp-singles/stuttgart-1/,0
https://www.tennis24.com/atp-singles/sydney/,0
https://www.tennis24.com/atp-singles/sydney-2/,0
https://www.tennis24.com/atp-singles/taipei/,0
https://www.tennis24.com/atp-singles/tashkent/,0
https://www.tennis24.com/atp-singles/tel-aviv/,0
https://www.tennis24.com/atp-singles/tokyo/,0
https://www.tennis24.com/atp-singles/tokyo-2/,0
https://www.tennis24.com/atp-singles/toronto/,0
https://www.tennis24.com/atp-singles/toronto-2/,0
https://www.tennis24.com/atp-singles/toulouse/,0
https://www.tennis24.com/atp-singles/umag/,0
https://www.tennis24.com/atp-singles/united-cup/,0
https://www.tennis24.com/atp-singles/us-open/,0
https://www.tennis24.com/atp-singles/valencia/,0
https://www.tennis24.com/atp-singles/verizon-tennis-challenge/,0
https://www.tennis24.com/atp-singles/vienna/,0
https://www.tennis24.com/atp-singles/vina-del-mar/,0
https://www.tennis24.com/atp-singles/warsaw/,0
https://www.tennis24.com/atp-singles/washington/,0
https://www.tennis24.com/atp-singles/wellington/,0
https://www.tennis24.com/atp-singles/wembley/,0
https://www.tennis24.com/atp-singles/wimbledon/,0
https://www.tennis24.com/atp-singles/winston-salem/,0
https://www.tennis24.com/atp-singles/zagreb/,0
https://www.tennis24.com/atp-singles/zaragoza/,0
https://www.tennis24.com/atp-singles/zhuhai/,0
